"iter","mse"
1,0.11857582825262371
2,0.05894630561399058
3,0.04097905970242666
4,0.03136692494026391
5,0.025319528728500188
6,0.0212095817503373
7,0.018267192010657962
8,0.01598470407275269
9,0.014207832811228381
10,0.01281719882192179
11,0.011656229676350847
12,0.010651981261575747
13,0.009826229525709728
14,0.009114269113436739
15,0.008523387810134935
16,0.00800090963368542
17,0.007543956487594028
18,0.0071327578292906335
19,0.0067662728733430665
20,0.0064325933023422896
21,0.006132684328268163
22,0.005860723801213085
23,0.005605227934803331
24,0.0053723423592859304
25,0.005153937850218736
26,0.004958067210155194
27,0.004775425379567258
28,0.0046051584318224795
29,0.004449273603534252
30,0.004302020193765617
31,0.004165424033565935
32,0.004035623791903259
33,0.003914257978908488
34,0.0038000616715255678
35,0.0036919313293701716
36,0.0035903746158396804
37,0.0034945730960012247
38,0.0034044080945996517
39,0.0033184894021422457
40,0.003236502920303629
41,0.003158987841968925
42,0.00308492373337949
43,0.003014721956274412
44,0.002947299011347861
45,0.00288241533179261
46,0.0028197628501046663
47,0.002759378501121799
48,0.0027012999612531967
49,0.002645132063132407
50,0.0025915480979978507
51,0.002539733004913656
52,0.0024902639485174763
53,0.002442614805968992
54,0.002396204645139224
55,0.00235194136630221
56,0.0023088341852284203
57,0.0022672805727306216
58,0.0022269160637161897
59,0.0021876875884433355
60,0.0021502187386043363
61,0.0021138247281271313
62,0.002078750966994594
63,0.0020445545482240136
64,0.0020116399094283932
65,0.0019798826814099325
66,0.001948983449738724
67,0.0019191647318601418
68,0.0018904293199220419
69,0.0018627460581147406
70,0.0018361368366832664
71,0.0018100412438306704
72,0.0017849000397716299
73,0.0017601525686333705
74,0.0017359402885254714
75,0.0017126424682892152
76,0.0016897777129823003
77,0.0016675013097879458
78,0.0016457061134673287
79,0.00162456088098188
80,0.0016039378414737908
81,0.0015837410841864517
82,0.0015640375423639085
83,0.0015445753992450093
84,0.0015256636997220564
85,0.0015070806514942638
86,0.0014889761356239309
87,0.0014714422698335749
88,0.0014541406729025855
89,0.0014371811817074454
90,0.0014206012852416
91,0.0014043298550959992
92,0.0013885153630845246
93,0.0013729471800713244
94,0.0013577270340472765
95,0.0013428237000264606
96,0.0013282854237766154
97,0.0013140522163824185
98,0.0013001065357861063
99,0.0012864012674650965
100,0.0012728826943299066
101,0.0012597615326049977
102,0.001246883574215225
103,0.0012342819486092613
104,0.0012218796162994866
105,0.0012097995304945954
106,0.0011979397637878505
107,0.0011863906320636775
108,0.0011750073879169866
109,0.0011638343327841998
110,0.0011529864552636258
111,0.0011422089266597774
112,0.0011315671276476548
113,0.0011210932815573517
114,0.0011108918216266594
115,0.0011009565655171524
116,0.0010911372047189374
117,0.0010814938979987762
118,0.001072094066633506
119,0.0010627681385744646
120,0.0010536910944279408
121,0.0010447690648794953
122,0.0010359637843570565
123,0.001027350795171487
124,0.0010188771000772413
125,0.001010559266875922
126,0.0010023667506729903
127,0.000994276273721018
128,0.000986342292287758
129,0.000978514137632048
130,0.0009708233096029164
131,0.0009632224629646079
132,0.0009557831219412752
133,0.0009484368656544098
134,0.0009412475979781965
135,0.0009341517723345019
136,0.0009271971424675073
137,0.000920388818762662
138,0.0009136853363373534
139,0.0009070465956935557
140,0.0009004924258651457
141,0.0008940391256735354
142,0.0008876768364108254
143,0.0008813898186219955
144,0.0008752178717810733
145,0.0008691415244034968
146,0.0008631325537493943
147,0.0008572079476054715
148,0.0008513833132067038
149,0.0008456440571500252
150,0.0008399618961719415
151,0.0008343454535710312
152,0.0008287972378489287
153,0.0008232871929685429
154,0.0008178555864938302
155,0.0008125161737498861
156,0.0008072531370944813
157,0.0008020674209254407
158,0.0007969405300487025
159,0.0007918768739459075
160,0.0007869116739472048
161,0.0007819518635833685
162,0.0007770700034941009
163,0.0007722581537582097
164,0.0007674973457056256
165,0.000762801586034868
166,0.000758183186087534
167,0.0007536297828866277
168,0.0007491391509541782
169,0.0007446881681885844
170,0.0007402862219266036
171,0.0007359206181392175
172,0.0007316108276846527
173,0.000727318242413773
174,0.0007230936222876344
175,0.0007189103406841971
176,0.0007147974382047069
177,0.0007107325923879894
178,0.0007067224068779388
179,0.0007027328240232436
180,0.0006988149195437254
181,0.0006949398594248277
182,0.0006910951002272526
183,0.0006872731228227726
184,0.0006834804102129257
185,0.0006797037685318812
186,0.0006759732133773756
187,0.000672268314028034
188,0.0006686383057822882
189,0.0006650415280780478
190,0.0006614807846634588
191,0.000657949960859382
192,0.0006544605830848288
193,0.0006509943361524671
194,0.000647556645336017
195,0.0006441357841534751
196,0.0006407591507743258
197,0.0006374133704022915
198,0.0006341088040997696
199,0.0006308313217538813
200,0.0006276030718328152
201,0.0006243967047526215
202,0.0006212508315306959
203,0.0006181418754168637
204,0.0006150511514634379
205,0.0006119744765730971
206,0.0006089364512027452
207,0.0006059341961109429
208,0.0006029689606367415
209,0.0006000322981560351
210,0.0005971139335896575
211,0.0005942156230523575
212,0.0005913479615387242
213,0.0005884982209389358
214,0.0005856777330730105
215,0.0005828855501418536
216,0.0005801281104011724
217,0.0005773943598721961
218,0.0005746851316482474
219,0.0005719955558049079
220,0.0005693455630737211
221,0.000566702650953401
222,0.0005640827387613248
223,0.0005614828686203386
224,0.0005589025847285596
225,0.0005563507174027212
226,0.0005538028422868751
227,0.0005512912126920641
228,0.0005488005793014469
229,0.0005463201918102637
230,0.0005438729742885375
231,0.0005414576101217337
232,0.0005390590082060264
233,0.0005366708123705397
234,0.0005342960175307044
235,0.0005319409812710026
236,0.0005296064807236353
237,0.0005272871855357778
238,0.0005249859428454126
239,0.0005227048137779806
240,0.000520442510051025
241,0.0005181970744505068
242,0.0005159808429891951
243,0.0005137789301397184
244,0.0005116148214418984
245,0.0005094492979683329
246,0.000507297077789052
247,0.0005051504178800316
248,0.0005030262300042542
249,0.0005009116715643832
250,0.0004988198792326392
251,0.0004967538411252316
252,0.0004947085265821439
253,0.0004926873785433194
254,0.0004906810866960814
255,0.0004886865791548082
256,0.0004867039559032439
257,0.00048474584015360746
258,0.0004827965541424505
259,0.0004808754643402276
260,0.00047895602253769697
261,0.0004770586002814063
262,0.0004751705413572663
263,0.000473308924661117
264,0.00047146077292984913
265,0.0004696255081430909
266,0.00046780215500190895
267,0.00046599350824135264
268,0.0004641986831888754
269,0.0004624288426605856
270,0.0004606606812535721
271,0.00045890653803096513
272,0.0004571667022768249
273,0.000455433338679827
274,0.0004537182748846329
275,0.00045201356072167354
276,0.0004503250050220778
277,0.00044864501817712654
278,0.000446982455338607
279,0.00044532224275008886
280,0.0004436816521697487
281,0.00044204678989347536
282,0.0004404243111424395
283,0.0004388242740081008
284,0.0004372266000605324
285,0.0004356451008878755
286,0.00043405061441968853
287,0.00043247068876579615
288,0.0004309024840056729
289,0.0004293452293537564
290,0.00042779601087416976
291,0.0004262589593690571
292,0.00042473317335647203
293,0.0004232261586215719
294,0.00042172867664176054
295,0.00042024420211953125
296,0.0004187689276853449
297,0.00041730725721996636
298,0.0004158543316350933
299,0.0004144203182338758
300,0.00041299507597687083
301,0.0004115723909740635
302,0.0004101655981319308
303,0.00040876752446002666
304,0.00040738531823339484
305,0.00040600773371063864
306,0.00040463836927902183
307,0.0004032823331756864
308,0.00040194673750579686
309,0.0004006190450803614
310,0.0003993025856422648
311,0.0003979901524224002
312,0.0003966911919804251
313,0.0003953965994327018
314,0.0003941140320113343
315,0.0003928381605113774
316,0.00039157956345833313
317,0.00039032162388618203
318,0.00038907968770198755
319,0.00038784036934506183
320,0.00038661363510888406
321,0.0003853888968351229
322,0.00038417362893539554
323,0.00038296649222103394
324,0.00038175661281057244
325,0.0003805613493482299
326,0.000379375905356755
327,0.0003781952335666061
328,0.00037702139154376926
329,0.00037584586207630463
330,0.00037467992406272374
331,0.00037351863489083574
332,0.0003723567969353803
333,0.0003711980461718823
334,0.0003700501822145829
335,0.00036890736435419045
336,0.00036777165989788056
337,0.00036663456745977043
338,0.00036550351993735585
339,0.00036438002199968086
340,0.00036326576451122845
341,0.0003621550222773512
342,0.00036105579462407747
343,0.00035996554175215243
344,0.0003588798406840704
345,0.00035780197238283466
346,0.00035672857827300533
347,0.00035566510792013725
348,0.0003546109077211826
349,0.00035356374935328444
350,0.00035251949027843366
351,0.0003514797668097604
352,0.00035044463996958367
353,0.0003494142984476035
354,0.0003483918312386115
355,0.0003473787798653949
356,0.00034637619662799017
357,0.00034537628437249993
358,0.0003443848936170793
359,0.00034339504386160014
360,0.0003424076156922886
361,0.0003414263710991706
362,0.00034044883221259786
363,0.00033948045364124314
364,0.0003385176286943667
365,0.0003375648463990368
366,0.0003366134803360881
367,0.00033566967497874014
368,0.0003347299759204601
369,0.0003337962503729637
370,0.00033287160854274586
371,0.0003319527888551249
372,0.0003310377638395415
373,0.00033013069783649094
374,0.00032922576345051835
375,0.00032832679097345995
376,0.00032743587657189574
377,0.0003265489397402992
378,0.0003256651568149008
379,0.00032478462505477346
380,0.0003239062972400257
381,0.0003230304699119351
382,0.00032215906407663704
383,0.0003212955999820538
384,0.0003204371518345411
385,0.0003195800227172557
386,0.0003187248299275572
387,0.00031787079135016144
388,0.00031702480685871234
389,0.0003161872145327623
390,0.0003153480439912252
391,0.00031451537233100513
392,0.0003136893478388576
393,0.0003128694400604329
394,0.0003120521069930137
395,0.00031124789329127516
396,0.0003104459658067554
397,0.0003096484252104268
398,0.00030885467142066305
399,0.000308064462012665
400,0.00030728003825646337
401,0.00030649823782130485
402,0.0003057214955557939
403,0.0003049513451313964
404,0.0003041852503420976
